,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
186,sora,Sora,Porzana carolina,L275227,Piute Ponds (permit required),2022-08-22 06:58,1.0,34.7901193,-118.1181776,True,False,False,S117398091
187,blkter,Black Tern,Chlidonias niger,L275227,Piute Ponds (permit required),2022-08-22 06:58,1.0,34.7901193,-118.1181776,True,False,False,S117398091
188,eargre,Eared Grebe,Podiceps nigricollis,L275227,Piute Ponds (permit required),2022-08-22 06:58,2.0,34.7901193,-118.1181776,True,False,False,S117398091
189,virrai,Virginia Rail,Rallus limicola,L275227,Piute Ponds (permit required),2022-08-22 06:40,1.0,34.7901193,-118.1181776,True,False,False,S117403092
190,redhea,Redhead,Aythya americana,L275227,Piute Ponds (permit required),2022-08-22 06:40,3.0,34.7901193,-118.1181776,True,False,False,S117403092
191,wesmea,Western Meadowlark,Sturnella neglecta,L275227,Piute Ponds (permit required),2022-08-22 06:40,1.0,34.7901193,-118.1181776,True,False,False,S117403092
192,wilsni1,Wilson's Snipe,Gallinago delicata,L275227,Piute Ponds (permit required),2022-08-22 06:36,2.0,34.7901193,-118.1181776,True,False,False,S117405161
193,yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L275227,Piute Ponds (permit required),2022-08-22 06:36,1.0,34.7901193,-118.1181776,True,False,False,S117405161
194,purfin,Purple Finch,Haemorhous purpureus,L1082891,1. At Home,2022-08-22 06:00,5.0,34.1879765,-118.1313837,True,False,True,S117415400
195,wilsap,Williamson's Sapsucker,Sphyrapicus thyroideus,L746089,Angeles NF--Throop Peak/Dawson Saddle Trail,2022-08-21 16:07,1.0,34.3592163,-117.8049095,True,False,False,S117366062
196,clanut,Clark's Nutcracker,Nucifraga columbiana,L746089,Angeles NF--Throop Peak/Dawson Saddle Trail,2022-08-21 16:07,2.0,34.3592163,-117.8049095,True,False,False,S117366062
197,whtkit,White-tailed Kite,Elanus leucurus,L1552663,Ken Malloy Harbor Regional Park,2022-08-21 15:46,1.0,33.7874582,-118.2939363,True,False,False,S117364633
198,cedwax,Cedar Waxwing,Bombycilla cedrorum,L280831,Santa Catalina Island--Avalon area,2022-08-21 15:25,1.0,33.3424927,-118.3267611,True,True,False,S117358174
199,leater1,Least Tern,Sternula antillarum,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-21 14:51,20.0,34.0333857,-118.6822987,True,False,False,S117357435
200,redcro,Red Crossbill,Loxia curvirostra,L746089,Angeles NF--Throop Peak/Dawson Saddle Trail,2022-08-21 14:47,2.0,34.3592163,-117.8049095,True,False,False,S117367400
201,semsan,Semipalmated Sandpiper,Calidris pusilla,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-21 13:30,1.0,34.0333857,-118.6822987,True,True,False,S117367084
202,rempar,Red-masked Parakeet,Psittacara erythrogenys,L20638183,"801–899 Burleigh Dr, Pasadena US-CA (34.1294,-118.1736)",2022-08-21 13:00,4.0,34.129426,-118.173633,True,False,True,S117371719
203,chispa,Chipping Sparrow,Spizella passerina,L3646117,Whittier Narrows Soccer Fields,2022-08-21 11:50,2.0,34.0514949,-118.0690169,True,False,False,S117369770
204,buffle,Bufflehead,Bucephala albeola,L275227,Piute Ponds (permit required),2022-08-21 09:50,1.0,34.7901193,-118.1181776,True,False,False,S117349215
205,pelcor,Pelagic Cormorant,Urile pelagicus,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-21 09:36,1.0,34.0333857,-118.6822987,True,False,False,S117355763
206,orabis1,Northern Red Bishop,Euplectes franciscanus,L194688,Sepulveda Basin--East of Woodley Ave,2022-08-21 09:21,1.0,34.1767221,-118.4737308,True,False,False,S117343769
207,brespa,Brewer's Sparrow,Spizella breweri,L1563110,Stephen Sorensen Park (Desert Avicaching),2022-08-21 09:19,2.0,34.6044954,-117.8294402,True,False,False,S117338061
208,bkhpar,Nanday Parakeet,Aratinga nenday,L659718,Bonsall/Zuma Canyon,2022-08-21 08:57,5.0,34.0314652,-118.8122463,True,False,False,S117339174
209,gwfgoo,Greater White-fronted Goose,Anser albifrons,L382781,Legg Lake,2022-08-21 07:44,1.0,34.031892,-118.060112,True,False,False,S117336393
210,robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L769042,Rancho Sierra Golf Club (Private),2022-08-21 07:34,1.0,34.7417183,-118.0236983,True,True,False,S117330570
211,dusfly,Dusky Flycatcher,Empidonax oberholseri,L20625219,Santa Clara Truck Trail,2022-08-20 19:20,1.0,34.3504532,-118.3952062,True,False,True,S117307143
212,blkski,Black Skimmer,Rynchops niger,L4398071,"San Gabriel River Mouth, middle jetty (Los Angeles County)",2022-08-20 10:36,4.0,33.7439778,-118.1153816,True,False,False,S117280276
213,pifshe,Pink-footed Shearwater,Ardenna creatopus,L966918,"Santa Catalina Channel (LA Co., offshore species only)",2022-08-20 10:31,12.0,33.552977,-118.295209,True,False,False,S117299317
214,sabgul,Sabine's Gull,Xema sabini,L966918,"Santa Catalina Channel (LA Co., offshore species only)",2022-08-20 10:31,1.0,33.552977,-118.295209,True,False,False,S117299317
215,bkspet,Black Storm-Petrel,Hydrobates melania,L966918,"Santa Catalina Channel (LA Co., offshore species only)",2022-08-20 10:31,6.0,33.552977,-118.295209,True,False,False,S117299317
216,laaphe1,Lady Amherst's Pheasant,Chrysolophus amherstiae,L614590,El Dorado Regional Park--Area 1,2022-08-20 10:02,1.0,33.8068589,-118.0870092,True,True,False,S117281743
217,wantat1,Wandering Tattler,Tringa incana,L2999612,Playa del Rey/Ballona area,2022-08-20 09:45,4.0,33.9634551,-118.4519934,True,False,False,S117277398
218,comter,Common Tern,Sterna hirundo,L20082159,Avalon Bank,2022-08-20 09:17,1.0,33.273922,-118.239938,True,False,True,S117299276
219,macwar,MacGillivray's Warbler,Geothlypis tolmiei,L1563110,Stephen Sorensen Park (Desert Avicaching),2022-08-20 07:32,1.0,34.6044954,-117.8294402,True,False,False,S117273524
220,parjae,Parasitic Jaeger,Stercorarius parasiticus,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-20 06:40,1.0,34.0333857,-118.6822987,True,False,False,S117421180
221,calgna,California Gnatcatcher,Polioptila californica,L815817,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,2022-08-20 06:20,1.0,34.0870104,-117.8050125,True,True,False,S117290402
222,lesnig,Lesser Nighthawk,Chordeiles acutipennis,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-20 06:02,1.0,34.0333857,-118.6822987,True,True,False,S117268206
223,rocwre,Rock Wren,Salpinctes obsoletus,L4335900,Terranea Trail and Seawatch,2022-08-19 14:56,2.0,33.7392651,-118.4019789,True,True,False,S117232080
224,naswar,Nashville Warbler,Leiothlypis ruficapilla,L548640,San Gabriel Mtns.--Big Pines,2022-08-19 12:30,1.0,34.3796417,-117.6917267,True,False,False,S117228048
225,casfin,Cassin's Finch,Haemorhous cassinii,L548640,San Gabriel Mtns.--Big Pines,2022-08-19 12:30,4.0,34.3796417,-117.6917267,True,False,False,S117228048
226,rebnut,Red-breasted Nuthatch,Sitta canadensis,L870636,UCLA--Botanical Garden,2022-08-19 10:00,,34.065281,-118.4413934,True,False,False,S117305360
227,sursco,Surf Scoter,Melanitta perspicillata,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-19 08:52,5.0,34.0333857,-118.6822987,True,False,False,S117219689
228,pomjae,Pomarine Jaeger,Stercorarius pomarinus,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-19 08:52,2.0,34.0333857,-118.6822987,True,False,False,S117219689
229,wooduc,Wood Duck,Aix sponsa,L9763951,Los Angeles River -- Marsh Park vic,2022-08-19 08:50,1.0,34.1078008,-118.2467476,True,False,True,S117224728
230,indbun,Indigo Bunting,Passerina cyanea,L152149,Bette Davis Picnic Area,2022-08-19 08:15,1.0,34.1576843,-118.2978616,True,True,False,S117216695
231,baleag,Bald Eagle,Haliaeetus leucocephalus,L1608213,San Gabriel Canyon Rd.--below East Fork Rd.,2022-08-19 08:00,1.0,34.2173056,-117.857784,True,False,False,S117217594
232,norpin,Northern Pintail,Anas acuta,L597658,Malibu Lagoon--State Beach including Lagoon,2022-08-18 10:01,1.0,34.0333857,-118.6822987,True,False,False,S117245112
